EmployeeNumber,Business_UNIT,Gender,JobLevel,JobRole,Department,Age,Hire_Year,Attrition_YEAR,Attrition,Year Last Promoted,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,PerformanceRating,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Year Last Promoted_ORIG,YearsWithCurrManager
1824,BU3,Male,4,Manager,Sales,58,2002,,No,2005,16291,52,350,22577,22,4,Non-Travel,2,3,Medical,1,2,3,2,Divorced,4,Y,No,4,80,1,37,0,2,16,9,14,1997,14
1826,BU3,Male,1,Associate,Research & Development,35,2013,,No,,2705,91,185,9696,16,3,Travel_Rarely,23,4,Medical,1,2,1,3,Married,0,Y,No,2,80,1,6,2,4,5,4,0,,3
1827,BU3,Female,3,Associate Director,Research & Development,47,1996,,No,2005,10333,92,1001,19271,12,3,Travel_Rarely,4,3,Life Sciences,1,3,2,2,Divorced,8,Y,Yes,3,80,1,28,4,3,22,11,14,2007,10
1829,BU3,Female,2,Senior Associate,Research & Development,40,2011,,No,2012,4448,47,750,10748,12,3,Travel_Rarely,12,3,Life Sciences,1,2,3,1,Divorced,2,Y,No,2,80,1,15,3,3,7,4,7,2007,7
1830,BU3,Female,2,Data Scientist,Research & Development,54,2011,,No,2018,6854,68,431,15696,15,3,Travel_Rarely,7,4,Medical,1,4,3,4,Married,4,Y,No,2,80,1,14,2,2,7,1,1,2004,7
1833,BU3,Female,3,Sales Executive,Sales,31,2015,,No,2017,9637,68,1125,8277,14,3,Travel_Frequently,7,4,Marketing,1,1,3,1,Married,2,Y,No,4,80,2,9,3,3,3,2,2,2005,2
1834,BU3,Female,1,Data Scientist,Research & Development,28,2015,,No,2018,3591,67,1217,12719,25,4,Travel_Rarely,1,3,Medical,1,3,3,1,Married,1,Y,No,3,80,1,3,3,3,3,2,1,1994,2
1835,BU3,Female,2,Sales Representative,Sales,38,2014,,No,,5405,77,723,4244,20,4,Travel_Rarely,2,4,Marketing,1,2,1,4,Married,2,Y,Yes,1,80,2,20,4,2,4,2,0,,3
1836,BU3,Male,2,Sales Executive,Sales,26,2013,,No,2018,4684,46,572,9125,13,3,Travel_Rarely,10,3,Medical,1,3,3,4,Single,1,Y,No,1,80,0,5,4,3,5,3,1,2006,2
1837,BU3,Male,4,Director,Research & Development,58,2016,,No,2017,15787,87,1216,21624,14,3,Travel_Frequently,15,4,Life Sciences,1,1,3,3,Married,2,Y,Yes,2,80,0,23,3,3,2,2,2,2005,2
1839,BU3,Female,1,Data Scientist,Research & Development,18,2018,,No,,1514,33,1431,8018,16,3,Non-Travel,14,3,Medical,1,2,3,3,Single,1,Y,No,3,80,0,0,4,1,0,0,0,,0
1842,BU3,Male,1,Human Resources,Human Resources,31,2017,2017,Yes,,2956,89,359,21495,17,3,Travel_Rarely,18,5,Human Resources,1,4,4,1,Married,0,Y,No,3,80,0,2,4,3,1,0,0,,0
1844,BU4,Male,1,Human Resources,Human Resources,29,2016,2016,Yes,2017,2335,56,350,3157,15,3,Travel_Rarely,13,3,Human Resources,1,1,2,1,Divorced,4,Y,Yes,4,80,3,4,3,3,2,2,2,2004,0
1845,BU4,Female,2,Sales Executive,Sales,45,2010,,No,2014,5154,67,589,19665,22,4,Non-Travel,2,4,Life Sciences,1,3,3,3,Married,4,Y,No,2,80,2,10,3,4,8,7,5,1997,7
1847,BU4,Female,2,Data Scientist,Research & Development,36,2017,,No,,6962,73,430,19573,22,4,Travel_Rarely,2,4,Other,1,4,3,2,Married,4,Y,Yes,4,80,1,15,2,3,1,0,0,,0
1849,BU4,Male,2,Sales Executive,Sales,43,2011,,No,2012,5675,92,1422,19246,20,4,Travel_Frequently,2,4,Life Sciences,1,1,3,4,Married,1,Y,No,3,80,1,7,5,3,7,7,7,1999,7
1850,BU4,Female,1,Associate,Research & Development,27,2013,,No,,2379,53,1297,19826,14,3,Travel_Frequently,5,2,Life Sciences,1,4,3,4,Single,0,Y,Yes,3,80,0,6,3,2,5,4,0,,2
1852,BU4,Male,1,Associate,Research & Development,29,2007,,No,2016,3812,40,574,7003,13,3,Travel_Frequently,20,1,Medical,1,4,3,4,Married,1,Y,No,2,80,0,11,3,4,11,8,3,2006,10
1853,BU4,Male,2,Sales Executive,Sales,32,2018,,No,,4648,79,1318,26075,13,3,Travel_Frequently,10,4,Marketing,1,4,3,4,Single,8,Y,No,3,80,0,4,2,4,0,0,0,,0
1854,BU4,Male,1,Data Scientist,Research & Development,42,2012,,No,2016,2936,38,355,6161,22,4,Non-Travel,10,4,Technical Degree,1,3,3,3,Married,3,Y,No,2,80,2,10,1,2,6,3,3,1997,3
1856,BU4,Female,1,Associate,Research & Development,47,2016,,No,2017,2105,64,207,5411,12,3,Travel_Rarely,9,4,Life Sciences,1,2,3,3,Single,4,Y,No,3,80,0,7,2,3,2,2,2,2007,0
1857,BU4,Male,3,Associate Director,Research & Development,46,2009,,No,2015,8578,82,706,19989,14,3,Travel_Rarely,2,2,Life Sciences,1,4,3,4,Divorced,3,Y,No,3,80,1,12,4,2,9,8,4,2005,7
1858,BU4,Male,1,Human Resources,Human Resources,28,2015,,No,2017,2706,43,280,10494,15,3,Non-Travel,1,2,Life Sciences,1,3,3,4,Divorced,1,Y,No,2,80,1,3,2,3,3,2,2,2004,2
1859,BU4,Male,2,Senior Associate,Research & Development,29,2011,,No,2018,6384,93,726,21143,17,3,Travel_Rarely,29,1,Life Sciences,1,4,1,3,Divorced,8,Y,No,4,80,2,11,3,3,7,0,1,2002,6
1860,BU4,Male,1,Associate,Research & Development,42,2018,,No,,3968,81,1142,13624,13,3,Travel_Rarely,8,3,Life Sciences,1,4,3,3,Single,4,Y,No,4,80,0,8,3,3,0,0,0,,0
1862,BU4,Male,2,Sales Executive,Sales,32,2016,2015,Yes,2017,9907,82,414,26186,12,3,Travel_Rarely,2,4,Marketing,1,3,2,2,Single,7,Y,Yes,3,80,0,7,3,2,2,2,2,2007,2
1863,BU4,Female,4,Sales Executive,Sales,46,1999,,No,2017,13225,45,1319,7739,12,3,Travel_Rarely,3,3,Technical Degree,1,1,4,1,Divorced,2,Y,No,4,80,1,25,5,3,19,17,2,2007,8
1864,BU4,Female,2,Sales Representative,Sales,27,2009,,No,2014,3540,36,728,7018,21,4,Travel_Rarely,23,1,Medical,1,2,2,3,Married,1,Y,No,4,80,1,9,5,3,9,8,5,1998,8
1865,BU4,Male,1,Human Resources,Human Resources,29,2017,,No,,2804,87,352,15434,11,3,Travel_Rarely,6,1,Medical,1,4,2,2,Married,1,Y,No,4,80,0,1,3,3,1,0,0,,0
1866,BU4,Female,5,Manager,Research & Development,43,2002,,No,2013,19392,81,823,22539,13,3,Travel_Rarely,6,3,Medical,1,1,2,3,Married,7,Y,No,4,80,0,21,2,3,16,12,6,2006,14
1867,BU4,Male,5,Director,Research & Development,48,1996,,No,2007,19665,91,1224,13583,12,3,Travel_Rarely,10,3,Life Sciences,1,4,2,2,Married,4,Y,No,4,80,0,29,3,3,22,10,12,2007,9
1868,BU4,Male,1,Data Scientist,Research & Development,29,2017,2018,Yes,2018,2439,73,459,14753,24,4,Travel_Frequently,24,2,Life Sciences,1,4,2,4,Single,1,Y,Yes,2,80,0,1,3,2,1,0,1,1995,0
1869,BU4,Female,3,Sales Executive,Sales,46,2010,2017,Yes,,7314,64,1254,14011,21,4,Travel_Rarely,10,3,Life Sciences,1,3,3,2,Married,5,Y,No,3,80,3,14,2,3,8,7,0,,7
1870,BU4,Female,1,Data Scientist,Research & Development,27,2011,,No,2012,4774,77,1131,23844,19,3,Travel_Frequently,15,3,Life Sciences,1,4,2,1,Married,0,Y,No,4,80,1,8,2,2,7,6,7,2000,3
1871,BU4,Male,2,Data Scientist,Research & Development,39,2016,,No,2017,3902,41,835,5141,14,3,Travel_Rarely,19,4,Other,1,4,3,4,Divorced,8,Y,No,2,80,3,7,2,3,2,2,2,2005,2
1873,BU4,Male,1,Data Scientist,Research & Development,55,2013,,No,,2662,98,836,7975,20,4,Travel_Rarely,2,4,Technical Degree,1,2,2,4,Married,8,Y,No,2,80,1,19,2,4,5,2,0,,4
1875,BU4,Female,1,Sales Representative,Sales,28,2017,,No,,2856,78,1172,3692,19,3,Travel_Rarely,3,3,Medical,1,2,3,2,Married,1,Y,No,4,80,1,1,3,3,1,0,0,,0
1876,BU4,Male,1,Sales Representative,Sales,30,2017,2016,Yes,,1081,89,945,16019,13,3,Travel_Rarely,9,3,Medical,1,2,3,4,Single,1,Y,No,3,80,0,1,3,2,1,0,0,,0
1878,BU4,Male,1,Data Scientist,Research & Development,22,2017,2015,Yes,,2472,75,391,26092,23,4,Travel_Rarely,7,1,Life Sciences,1,4,3,2,Single,1,Y,Yes,1,80,0,1,2,3,1,0,0,,0
1880,BU4,Female,2,Sales Executive,Sales,36,2008,,No,2018,5673,63,1266,6060,13,3,Travel_Rarely,10,4,Technical Degree,1,2,2,3,Married,1,Y,Yes,1,80,1,10,4,3,10,9,1,2006,7
1881,BU4,Male,2,Associate,Research & Development,31,2008,,No,,4197,89,311,18624,11,3,Travel_Rarely,20,3,Life Sciences,1,2,3,3,Divorced,1,Y,No,1,80,1,10,2,3,10,8,0,,2
1882,BU4,Male,3,Sales Executive,Sales,34,2013,,No,2018,9713,64,1480,24444,13,3,Travel_Rarely,4,3,Life Sciences,1,3,3,4,Married,2,Y,Yes,4,80,3,9,3,3,5,3,1,2006,0
1883,BU4,Male,1,Associate,Research & Development,29,2015,,No,2018,2062,59,592,19384,14,3,Travel_Rarely,7,3,Life Sciences,1,4,3,1,Single,3,Y,No,2,80,0,11,2,3,3,2,1,2005,2
1885,BU4,Male,2,Data Scientist,Research & Development,37,2013,,No,,4284,78,783,13588,22,4,Travel_Rarely,7,4,Medical,1,4,3,1,Married,5,Y,Yes,3,80,1,16,2,3,5,3,0,,4
1886,BU4,Female,2,Associate Director,Research & Development,35,2015,,No,,4788,44,219,25388,11,3,Travel_Rarely,16,2,Other,1,4,2,2,Married,0,Y,Yes,4,80,0,4,2,3,3,2,0,,2
1888,BU4,Female,2,Associate Director,Research & Development,45,2009,,No,2016,5906,93,556,23888,13,3,Travel_Rarely,25,2,Life Sciences,1,2,2,4,Married,0,Y,No,4,80,2,10,2,2,9,8,3,2006,8
1890,BU4,Male,2,Human Resources,Human Resources,36,2008,,No,,3886,94,1213,4223,21,4,Travel_Frequently,2,1,Human Resources,1,2,2,4,Single,1,Y,No,4,80,0,10,2,2,10,1,0,,8
1892,BU4,Male,4,Manager,Research & Development,40,1999,,No,2008,16823,98,1137,18991,11,3,Travel_Rarely,1,4,Life Sciences,1,1,3,1,Divorced,2,Y,No,1,80,1,22,3,3,19,7,11,2008,16
1893,BU4,Female,1,Data Scientist,Research & Development,26,2017,,No,2018,2933,90,482,14908,13,3,Travel_Rarely,1,2,Life Sciences,1,2,2,3,Married,1,Y,Yes,3,80,1,1,3,2,1,0,1,2006,0
1898,BU4,Female,2,Sales Executive,Sales,27,2010,,No,,6500,89,511,26997,14,3,Travel_Rarely,2,2,Medical,1,1,4,3,Single,0,Y,No,2,80,0,9,5,2,8,7,0,,7
1900,BU4,Female,4,Manager,Research & Development,48,1996,,No,2015,17174,58,117,2437,11,3,Travel_Frequently,22,3,Medical,1,4,3,4,Divorced,3,Y,No,2,80,1,24,3,3,22,17,4,2008,7
1903,BU4,Male,2,Senior Associate,Research & Development,44,2016,,No,2017,5033,78,170,9364,15,3,Travel_Rarely,1,4,Life Sciences,1,2,4,1,Married,2,Y,No,4,80,1,10,5,3,2,0,2,2004,2
1905,BU4,Male,1,Data Scientist,Research & Development,34,2013,2018,Yes,2016,2307,85,967,14460,23,4,Non-Travel,16,4,Technical Degree,1,4,1,1,Married,1,Y,Yes,2,80,1,5,2,3,5,2,3,1996,0
1907,BU4,Male,1,Associate,Research & Development,56,2014,2017,Yes,2018,2587,97,1162,10261,16,3,Travel_Rarely,24,2,Life Sciences,1,1,3,4,Single,1,Y,No,4,80,0,5,3,3,4,2,1,2003,0
1908,BU4,Male,2,Sales Executive,Sales,36,2014,,No,2018,5507,33,335,16822,16,3,Travel_Rarely,17,2,Marketing,1,3,2,2,Married,2,Y,No,3,80,2,12,1,1,4,2,1,2003,3
1909,BU4,Female,2,Sales Executive,Sales,41,2013,,No,2018,4393,54,337,26841,21,4,Travel_Rarely,8,3,Marketing,1,3,3,2,Married,5,Y,No,3,80,1,14,3,3,5,4,1,1998,4
1911,BU4,Male,3,Director,Research & Development,42,2005,,No,2014,13348,83,1396,14842,13,3,Travel_Rarely,6,3,Medical,1,3,3,1,Married,9,Y,No,2,80,1,18,3,4,13,7,5,2006,7
1912,BU4,Female,2,Sales Executive,Sales,31,2013,,No,2018,6583,86,1079,20115,11,3,Travel_Rarely,10,2,Medical,1,3,3,4,Divorced,2,Y,Yes,4,80,1,8,2,3,5,2,1,2008,4
1915,BU4,Female,2,Sales Executive,Sales,34,2014,,No,,8103,75,735,16495,12,3,Travel_Rarely,3,1,Medical,1,4,2,4,Married,3,Y,Yes,3,80,0,9,3,2,4,2,0,,1
1916,BU4,Female,1,Associate,Research & Development,31,2016,,No,2017,3978,62,471,16031,12,3,Travel_Rarely,4,3,Medical,1,1,4,3,Divorced,8,Y,No,2,80,1,4,0,2,2,2,2,2007,2
1918,BU4,Male,1,Associate,Research & Development,26,2011,,No,2012,2544,61,1096,7102,18,3,Travel_Frequently,6,3,Other,1,3,4,4,Married,0,Y,No,1,80,1,8,3,3,7,7,7,2001,7
1922,BU4,Male,2,Senior Associate,Research & Development,45,2014,,No,,5399,44,1297,14511,12,3,Travel_Frequently,1,4,Medical,1,2,3,3,Single,4,Y,No,3,80,0,12,3,3,4,2,0,,3
1924,BU4,Male,2,Sales Executive,Sales,33,2008,,No,,5487,43,217,10410,14,3,Travel_Rarely,10,4,Marketing,1,2,3,3,Single,1,Y,No,2,80,0,10,2,2,10,4,0,,9
1927,BU4,Male,2,Sales Executive,Sales,28,2011,,No,,6834,42,783,19255,12,3,Travel_Frequently,1,2,Life Sciences,1,3,2,4,Married,1,Y,Yes,3,80,1,7,2,3,7,7,0,,7
1928,BU4,Male,1,Sales Representative,Sales,29,2017,2016,Yes,,1091,45,746,10642,17,3,Travel_Frequently,24,3,Technical Degree,1,3,4,1,Single,1,Y,No,4,80,0,1,3,3,1,0,0,,0
1929,BU4,Female,2,Sales Executive,Sales,39,2015,,No,2018,5736,32,1251,3987,19,3,Non-Travel,21,4,Life Sciences,1,1,1,3,Married,6,Y,No,3,80,1,10,1,3,3,2,1,2000,2
1931,BU4,Male,1,Data Scientist,Research & Development,27,2013,,No,2018,2226,41,1354,6073,11,3,Travel_Rarely,2,4,Technical Degree,1,2,3,2,Married,1,Y,No,3,80,1,6,3,2,5,3,1,2008,2
1932,BU4,Male,2,Data Scientist,Research & Development,34,2003,,No,2013,5747,86,735,26496,15,3,Travel_Frequently,22,4,Other,1,3,2,4,Married,1,Y,Yes,2,80,0,16,3,3,15,10,6,2004,11
1933,BU4,Female,2,Sales Executive,Sales,28,2016,2015,Yes,2017,9854,84,1475,23352,11,3,Travel_Rarely,13,2,Marketing,1,4,3,3,Single,3,Y,Yes,4,80,0,6,0,3,2,0,2,2008,2
1934,BU4,Male,2,Data Scientist,Research & Development,47,2010,,No,2018,5467,64,1169,2125,18,3,Non-Travel,14,4,Technical Degree,1,3,3,2,Married,8,Y,No,3,80,1,16,4,4,8,7,1,2001,7
1935,BU4,Female,2,Sales Executive,Sales,56,2018,,No,,5380,89,1443,20328,16,3,Travel_Rarely,11,5,Marketing,1,4,2,1,Married,4,Y,No,3,80,1,6,3,3,0,0,0,,0
1936,BU4,Male,2,Associate Director,Research & Development,39,2008,,No,2012,5151,87,867,12315,25,4,Travel_Rarely,9,2,Medical,1,1,3,1,Married,1,Y,No,4,80,1,10,3,3,10,0,7,1994,9
1937,BU4,Female,2,Data Scientist,Research & Development,38,1998,,No,,2133,58,1394,18115,16,3,Travel_Frequently,8,3,Medical,1,4,2,2,Divorced,1,Y,Yes,3,80,1,20,3,3,20,11,0,,7
1938,BU4,Female,4,Manager,Sales,58,2017,,No,,17875,72,605,11761,13,3,Travel_Rarely,21,3,Life Sciences,1,4,3,4,Married,4,Y,Yes,3,80,1,29,2,2,1,0,0,,0
1939,BU4,Female,1,Data Scientist,Research & Development,32,2014,2018,Yes,,2432,47,238,15318,14,3,Travel_Frequently,5,2,Life Sciences,1,1,4,3,Single,3,Y,Yes,1,80,0,8,2,3,4,1,0,,3
1940,BU4,Male,1,Data Scientist,Research & Development,38,2013,,No,,4771,71,1206,14293,19,3,Travel_Rarely,9,2,Life Sciences,1,2,3,4,Divorced,2,Y,No,4,80,2,10,0,4,5,2,0,,3
1941,BU4,Male,5,Director,Research & Development,49,2013,,No,2015,19161,42,1064,13738,15,3,Travel_Frequently,2,1,Life Sciences,1,2,3,4,Married,3,Y,No,4,80,0,28,3,3,5,4,4,2004,3
1943,BU4,Male,2,Sales Executive,Sales,42,2018,,No,,5087,77,419,2900,12,3,Travel_Rarely,12,4,Marketing,1,2,3,4,Divorced,3,Y,Yes,3,80,2,14,4,3,0,0,0,,0
1944,BU4,Female,1,Human Resources,Human Resources,27,2017,2017,Yes,,2863,58,1337,19555,12,3,Travel_Frequently,22,3,Human Resources,1,1,2,2,Married,1,Y,No,1,80,0,1,2,3,1,0,0,,0
1945,BU4,Male,2,Sales Executive,Sales,35,2013,,No,,5561,71,682,15975,16,3,Travel_Rarely,18,4,Medical,1,2,3,1,Married,0,Y,No,4,80,1,6,2,1,5,3,0,,4
1947,BU4,Male,1,Data Scientist,Research & Development,28,2013,,No,2018,2144,49,1103,2122,14,3,Non-Travel,16,3,Medical,1,3,3,3,Single,1,Y,No,3,80,0,5,3,2,5,3,1,2005,4
1948,BU4,Male,1,Data Scientist,Research & Development,31,2014,,No,2017,3065,48,976,3995,13,3,Non-Travel,3,2,Medical,1,3,3,1,Divorced,1,Y,Yes,4,80,1,4,3,4,4,2,2,2006,3
1949,BU4,Male,1,Associate,Research & Development,36,2013,,No,,2810,66,1351,9238,22,4,Non-Travel,9,4,Life Sciences,1,1,4,2,Married,1,Y,No,2,80,0,5,3,3,5,4,0,,2
1950,BU4,Male,3,Sales Executive,Sales,34,2004,,No,2017,9888,32,937,6770,21,4,Travel_Rarely,1,3,Marketing,1,1,3,4,Single,1,Y,No,1,80,0,14,3,2,14,8,2,1998,1
1951,BU4,Male,3,Sales Executive,Sales,34,2010,,No,2018,8628,39,1239,22914,18,3,Travel_Rarely,13,4,Medical,1,4,3,3,Divorced,1,Y,No,3,80,1,9,2,2,8,7,1,2001,1
1952,BU4,Male,1,Associate,Research & Development,26,2011,,No,2012,2867,95,157,20006,13,3,Travel_Rarely,1,3,Medical,1,3,3,1,Single,0,Y,No,4,80,0,8,6,2,7,7,7,2006,6
1954,BU4,Male,2,Senior Associate,Research & Development,29,2013,,No,,5373,89,136,6225,12,3,Travel_Rarely,1,3,Life Sciences,1,1,3,1,Married,0,Y,No,1,80,1,6,5,2,5,3,0,,2
1955,BU4,Female,2,Senior Associate,Research & Development,32,2013,,No,2018,6667,34,1146,16542,18,3,Non-Travel,15,4,Medical,1,3,3,4,Divorced,5,Y,No,2,80,1,9,6,3,5,1,1,2001,2
1956,BU4,Male,2,Data Scientist,Research & Development,31,2008,,No,2011,5003,48,1125,5771,21,4,Travel_Frequently,1,3,Life Sciences,1,4,1,1,Married,1,Y,No,2,80,0,10,6,3,10,8,8,1998,7
1960,BU4,Male,1,Associate,Research & Development,28,2014,2016,Yes,,2367,32,1404,18779,12,3,Travel_Rarely,17,3,Technical Degree,1,3,2,4,Divorced,5,Y,No,1,80,1,6,2,2,4,1,0,,3
1961,BU4,Male,1,Sales Representative,Sales,38,2017,,No,,2858,59,1404,11473,14,3,Travel_Rarely,1,3,Life Sciences,1,1,2,1,Single,4,Y,No,1,80,0,20,3,2,1,0,0,,0
1962,BU4,Female,2,Sales Executive,Sales,35,2008,,No,,5204,55,1224,13586,11,3,Travel_Rarely,7,4,Life Sciences,1,3,3,4,Married,1,Y,Yes,4,80,0,10,2,3,10,8,0,,9
1965,BU4,Male,2,Sales Executive,Sales,27,2011,,No,,4105,44,954,5099,14,3,Travel_Rarely,9,3,Marketing,1,4,3,4,Single,1,Y,No,1,80,0,7,5,3,7,7,0,,7
1966,BU4,Male,2,Associate Director,Research & Development,32,2017,,No,,9679,56,1373,10138,24,4,Travel_Rarely,5,4,Life Sciences,1,4,2,4,Single,8,Y,No,2,80,0,8,1,3,1,0,0,,0
1967,BU4,Male,2,Sales Executive,Sales,31,2008,2015,Yes,,5617,63,754,21075,11,3,Travel_Frequently,26,4,Marketing,1,1,3,4,Married,1,Y,Yes,3,80,0,10,4,3,10,7,0,,8
1968,BU4,Male,3,Sales Executive,Sales,53,2016,2018,Yes,2017,10448,66,1168,5843,13,3,Travel_Rarely,24,4,Life Sciences,1,1,3,1,Single,6,Y,Yes,2,80,0,15,2,2,2,2,2,2006,2
1969,BU4,Female,2,Data Scientist,Research & Development,54,2014,,No,2017,2897,67,155,22474,11,3,Travel_Rarely,9,2,Life Sciences,1,1,3,3,Married,3,Y,No,3,80,2,9,6,2,4,3,2,2008,3
1970,BU4,Male,2,Senior Associate,Research & Development,33,2009,,No,2017,5968,36,1303,18079,20,4,Travel_Frequently,7,2,Life Sciences,1,4,3,3,Divorced,1,Y,No,3,80,3,9,2,3,9,7,2,1999,8
1971,BU4,Male,3,Senior Associate,Research & Development,43,2008,,No,,7510,30,574,16873,17,3,Travel_Rarely,11,3,Life Sciences,1,1,3,3,Married,1,Y,No,2,80,1,10,1,3,10,9,0,,9
1972,BU4,Male,1,Human Resources,Human Resources,38,2012,,No,2018,2991,88,1444,5224,11,3,Travel_Frequently,1,4,Other,1,4,3,2,Married,0,Y,Yes,2,80,1,7,2,3,6,2,1,2008,2
1973,BU4,Male,5,Manager,Human Resources,55,2008,,No,2018,19636,71,189,25811,18,3,Travel_Rarely,26,4,Human Resources,1,3,4,2,Married,4,Y,Yes,1,80,1,35,0,3,10,9,1,2001,4
1974,BU4,Female,1,Associate,Research & Development,31,2017,,No,,1129,59,1276,17536,11,3,Travel_Rarely,2,1,Medical,1,4,1,4,Divorced,1,Y,Yes,3,80,3,1,4,3,1,0,0,,0
1975,BU4,Male,4,Sales Executive,Sales,39,1998,,No,2008,13341,77,119,25098,12,3,Travel_Rarely,15,4,Marketing,1,2,3,1,Single,0,Y,No,1,80,0,21,3,3,20,8,11,2007,10
1976,BU4,Male,2,Data Scientist,Research & Development,42,1998,,No,2016,4332,37,335,14811,12,3,Non-Travel,23,2,Life Sciences,1,4,2,3,Single,1,Y,No,4,80,0,20,2,3,20,9,3,2007,7
1979,BU4,Female,3,Director,Research & Development,31,2007,,No,2015,11031,40,697,26862,20,4,Non-Travel,10,3,Medical,1,3,3,3,Married,4,Y,No,3,80,1,13,2,4,11,7,4,1999,8
1980,BU4,Female,2,Associate Director,Research & Development,54,2013,,No,2018,4440,77,157,25198,19,3,Travel_Rarely,10,3,Medical,1,3,3,1,Single,6,Y,Yes,4,80,0,9,3,3,5,2,1,2000,4
1981,BU4,Male,2,Senior Associate,Research & Development,24,2014,,No,2018,4617,45,771,14120,12,3,Travel_Rarely,1,2,Life Sciences,1,2,2,3,Single,1,Y,No,2,80,0,4,2,2,4,3,1,2007,2
1982,BU4,Male,1,Associate,Research & Development,23,2013,,No,2018,2647,78,571,13672,13,3,Travel_Rarely,12,2,Other,1,4,3,4,Single,1,Y,No,3,80,0,5,6,4,5,2,1,2006,4
1985,BU4,Female,2,Associate,Research & Development,40,2008,,No,2010,6323,73,692,26849,11,3,Travel_Frequently,11,3,Technical Degree,1,4,3,3,Married,1,Y,No,1,80,1,10,2,4,10,9,9,2008,4
1986,BU4,Female,2,Sales Executive,Sales,40,2007,,No,2014,5677,92,444,4258,14,3,Travel_Rarely,2,2,Marketing,1,2,3,2,Married,3,Y,No,3,80,1,15,4,3,11,8,5,2005,10
1987,BU4,Female,1,Human Resources,Human Resources,25,2016,,No,2018,2187,82,309,19655,14,3,Travel_Rarely,2,3,Human Resources,1,3,3,2,Married,4,Y,No,3,80,0,6,3,3,2,0,1,2005,2
1989,BU5,Male,1,Associate,Research & Development,30,2006,,No,2018,3748,76,911,4077,13,3,Travel_Rarely,1,2,Medical,1,4,3,2,Married,1,Y,No,3,80,0,12,6,2,12,8,1,2006,7
1992,BU5,Male,1,Associate,Research & Development,25,2016,,No,,3977,57,977,7298,19,3,Travel_Rarely,2,1,Other,1,4,3,3,Divorced,6,Y,Yes,3,80,1,7,2,2,2,2,0,,2
1993,BU5,Male,3,Senior Associate,Research & Development,47,2001,,No,2007,8633,84,1180,13084,23,4,Travel_Rarely,25,3,Medical,1,1,3,3,Single,2,Y,No,2,80,0,25,3,3,17,14,12,1996,11
1994,BU5,Male,1,Associate,Research & Development,33,2017,,No,,2008,59,1313,20439,12,3,Non-Travel,1,2,Medical,1,2,2,3,Divorced,1,Y,No,3,80,3,1,2,2,1,1,0,,0
1995,BU5,Male,2,Sales Executive,Sales,38,2003,,No,2014,4440,86,1321,7636,15,3,Travel_Rarely,1,4,Life Sciences,1,4,3,2,Married,0,Y,No,1,80,2,16,3,3,15,13,5,2004,8
1996,BU5,Male,1,Sales Representative,Sales,31,2016,,No,2018,3067,54,1154,6393,19,3,Travel_Rarely,2,2,Life Sciences,1,1,3,3,Married,0,Y,No,3,80,1,3,1,3,2,2,1,2000,2
1997,BU5,Male,2,Associate Director,Research & Development,38,2010,,No,2012,5321,72,508,14284,11,3,Travel_Frequently,6,4,Life Sciences,1,1,2,3,Married,2,Y,No,4,80,1,10,1,3,8,3,7,2008,7
1998,BU5,Male,2,Data Scientist,Research & Development,42,2014,,No,2018,5410,35,557,11189,17,3,Travel_Rarely,18,4,Life Sciences,1,4,3,1,Divorced,6,Y,Yes,3,80,1,9,3,2,4,3,1,2002,2
1999,BU5,Male,1,Data Scientist,Research & Development,41,2013,,No,2018,2782,76,642,21412,22,4,Travel_Rarely,1,3,Life Sciences,1,4,3,4,Married,3,Y,No,1,80,1,12,3,3,5,3,1,1997,0
2000,BU5,Female,3,Director,Research & Development,47,2005,,No,2014,11957,98,1162,17231,18,3,Non-Travel,1,1,Medical,1,3,3,2,Married,0,Y,No,1,80,2,14,3,1,13,8,5,2001,12
2003,BU5,Male,1,Associate,Research & Development,35,2016,,No,2017,2660,43,1490,20232,11,3,Travel_Rarely,11,4,Medical,1,4,3,3,Married,7,Y,Yes,3,80,1,5,3,3,2,2,2,2008,2
2007,BU5,Male,1,Data Scientist,Research & Development,22,2015,,No,2018,3375,63,581,17624,12,3,Travel_Rarely,1,2,Life Sciences,1,4,3,3,Single,0,Y,No,4,80,0,4,2,4,3,2,1,2007,2
2008,BU5,Male,2,Data Scientist,Research & Development,35,2008,,No,,5098,48,1395,18698,19,3,Travel_Rarely,9,4,Medical,1,2,3,3,Single,1,Y,No,2,80,0,10,5,3,10,7,0,,8
2009,BU5,Female,2,Senior Associate,Research & Development,33,2009,,No,2011,4878,95,501,21653,13,3,Travel_Rarely,15,2,Medical,1,2,3,4,Married,0,Y,Yes,1,80,1,10,6,3,9,7,8,2006,1
2010,BU5,Female,1,Associate,Research & Development,32,2012,,No,2015,2837,49,267,15919,13,3,Travel_Rarely,29,4,Life Sciences,1,3,2,2,Single,1,Y,No,3,80,0,6,3,3,6,2,4,2006,1
